token_id,image,head,eyes,core,clothing,weapon
8488,https://assets.otherside.xyz/kodas/3d34e71209846628e5a621e1adbdd7d56739dd2740398007b1e04e983388796b.png,Twisty Horn,Wormy,All Sight,Grassland Armor,
8489,https://assets.otherside.xyz/kodas/85b1e52a26fa7dac9807f731c75685414561eda14f64f4487bb206414a032c04.png,Viridescent Hero,All Knowing Ahh,Stonebase,,
8490,https://assets.otherside.xyz/kodas/a2bc1a9ddc5eecc2fd0fe5b87802e35c2109422f3b0a970b899b9e88f7b3ffab.png,Drill Bit Droid,Frigid,Spacesuit,Minor Light Armor,
8491,https://assets.otherside.xyz/kodas/1c8053e0315e8d68c3356116a51ee9f5283808e1ac5cd86c0dbb96c78e212644.png,Winged Fiend,Insomniac,8 Knit,Gunk Thread,
8492,https://assets.otherside.xyz/kodas/5ed623eb9d6b2332a336516a4084fd469abc2620c097dcf851a84486409977a1.png,Spiked Wyvern,Veggie,Inside Out,Butchers Belt,
8493,https://assets.otherside.xyz/kodas/ef4eaf19a25c7b9ef56de8e1ee47527d26d7ac8824948b43f14888461e4c3105.png,Devils Advocate,Bugged Out,Onyx Doom,Malachite Armor,
8495,https://assets.otherside.xyz/kodas/5beddf29fac7976ee4c866c07b7e0ecb3f68e1758e5e48c607b30491a3087864.png,Demon Spawn,Lizard,Koda Bear,,
8496,https://assets.otherside.xyz/kodas/27a10ca8e72061e73aa997fb01ec1c5b38383e56913455e66b7f08cbd8762a1c.png,Aqua Elf,Extraterrestrial,Onyx Doom,,Dual Scythe
8497,https://assets.otherside.xyz/kodas/6c73cb5ce633658dcc670dad2b1bcb68849cfa015c784b8cc68e3fa37436e949.png,Drill Bit Droid,Intense Focus,Zebro,,Widow Taker
8498,https://assets.otherside.xyz/kodas/6836be6125d7cf01da3b64b10cdc9f9c3045651be5e74a81d128a86ea98e301e.png,Blazin Hot,Harpy,All Bite,,Fickle Sickle
8499,https://assets.otherside.xyz/kodas/120fa39569d4955854c79c0ddb76e444c32e30d7a01673453c3a602fcd0b44b9.png,Deep Sea,Glimmer Of Hope,Berry Bomb,Deep Sea Spiked Armor,
8500,https://assets.otherside.xyz/kodas/0acc9cfa123158863012800aa5cea4be1c33d8586d3678f0c33d4499a6a4b05f.png,Jade Carapace,Cutie Pies,Onyx Doom,Leafy Top,Oracles Hammer
8501,https://assets.otherside.xyz/kodas/4a68e603aa48ae1d77bb69fb6042c54b20cff30aa8c8d1ef7d59fe43da41a17d.png,Infinite Vision,Worry Wart,8 Knit,,
8502,https://assets.otherside.xyz/kodas/5eeb74913077c421dbd5501995e26dab5c0bbec27bf3e363237dba0f6bef1201.png,Bleached Horns,Staredown,Amoebatopia,,Spiny Staff
8503,https://assets.otherside.xyz/kodas/4df5eb30631d1da648a4c4cb803ac4347ca3b48ab1ec7f43050f020c08eb6a0d.png,Sun Goop,Crystal Grinder,Pumpkin Teeth,Plateau Explorer,
8504,https://assets.otherside.xyz/kodas/271657fe7dced9753945cc8fd4d46c6165b7ea13b0e89635adb3423132d7cd37.png,John Doe,Snake Eyes,Zebro,,Traditor
8505,https://assets.otherside.xyz/kodas/32b902b4e569236177e925a9e58e43e809c8bb3156c70c99612ff3b688fb5b73.png,Chomp Chomp,Tired,Zebro,Badlands Elite Armor,Spade Blade
8506,https://assets.otherside.xyz/kodas/2cdde34cf4bd9da8b491076e3cce5342ca6f48ef4e70a0d239860b206ac4ee5b.png,Chomp Chomp,Deep Focus,Caged Geminite,Tough Armor,
8507,https://assets.otherside.xyz/kodas/91e1b2b62ccf3fadbab18f0a7dd68a95fc5840dc6f7ae00fbc90c5f8514c3e9f.png,Woodland King,Look Deep,Petrified,,
8508,https://assets.otherside.xyz/kodas/b4b86fcde54b05dd6d034c0483eb01edb01622fec0ebea5dd9b6845527a28741.png,Reef Dragon,Arachnid,All Sight,Chrono Plate Armor,The Axicle
8509,https://assets.otherside.xyz/kodas/a7513a278611468cc36ebeac90bf715da637c40368bb3a073336b315ce03e736.png,Tri Vent,Casper,Woodland Guardian,Grassland Armor,Bad Mama Jama
8510,https://assets.otherside.xyz/kodas/69ec66dd87b5af9e005329d76bcef7a96fdd8bd72e86a69e401b90515e08e9c4.png,Bleached Horns,Late Night,Spacesuit,,
8512,https://assets.otherside.xyz/kodas/caf7150277edab8292dab25bac94df33b704548492f35cd48c215964c716cbd5.png,Spiked Wyvern,Worry Wart,All Sight,Toasted Mantle Armor,Spiny Staff
8513,https://assets.otherside.xyz/kodas/b1dca62e1dbff7af4c2d4ad7335d22478ba58b28c635b85eb4022b3554c6f21d.png,Foreteller,Crag Glow,Amoebatopia,Ogre Armor,
8514,https://assets.otherside.xyz/kodas/272eef667ab8e12717552e8f4b745ece653f74b7f547360a014ad4ddb0055de4.png,Reef Dragon,All Knowing Ahh,8 Knit,Badlands Elite Armor,
8515,https://assets.otherside.xyz/kodas/88388d4a0032f96c88268b1aacd85d6698239d559e8272df36cb0d46ab2c8ecc.png,Coral Delight,Shocked Blue,Pink Disco,,
8516,https://assets.otherside.xyz/kodas/602754ec662e288ee8418ea24db8f18fbcc321d325a8f185d2936b072c1e987f.png,Fish Bowl,Spider Trance,Zebro,Temple Rot Armor,Guardians Hand
8517,https://assets.otherside.xyz/kodas/5279ea49d23ab88c8da61b17d103b5bcaa3e5a73dda28620441c171f99b86dd1.png,Bleached Horns,Adorable Intake,Spacesuit,,Adventurer Bow
8518,https://assets.otherside.xyz/kodas/ca259c1257c9304f7fb548517d6a3b03195cac93e5a4abc6e3c68ed871c744d4.png,Viridescent Hero,Mysterious,Zebro,,Feathered Glaive
8519,https://assets.otherside.xyz/kodas/b953c3f925bdd6fa838d71fc6de3b6adb36a2f319e684bd08e955745435b7bee.png,Natures Platter,Sad,Amoebatopia,Basic Smock,
8520,https://assets.otherside.xyz/kodas/1c64362ff7b6006add5e2b3bffd17db6c9eda6a496942a0449903ec3f32ea0ef.png,John Doe,Toxic,Tide Roller,,
8521,https://assets.otherside.xyz/kodas/0d6a81bf8fc25b309ab0da5545ee40e4e7e67745fee948b41a1c43795f0c9df1.png,John Doe,Arachnid,Space Blob,,Crackle Stick
8522,https://assets.otherside.xyz/kodas/e1117a055c78a2ade6f37ca35f53a4d0de4bbf4bbaedc767ce1a7a083ad10abd.png,Winged Fiend,See It All,8 Knit,Unknown Beast Armor,
8523,https://assets.otherside.xyz/kodas/68219e9ba75da3fd8f74547f070fdee7009d39c624f406995da54e93e4c5bef4.png,Sturdy Helm,Toxic,Magma Runes,Tough Armor,
8524,https://assets.otherside.xyz/kodas/929b67513f171104306a56753b84dec17ab64ee04dcc41cf128fb0ed7fea5b65.png,Foreteller,Deep Focus,Bubble And Toil,Battered Armor,
8525,https://assets.otherside.xyz/kodas/df9ba5bf940369bed6984edf33021bfebe3ff7876946c7c92d270e79206c1f13.png,Hoot,Worry Wart,8 Knit,Organic Armor,
8526,https://assets.otherside.xyz/kodas/30b03ff8720609b4125c5eb8c2eb0569b3b0d144400f273781b80dd409d6cd05.png,Bleached Horns,Genis Gaze,Woodland Guardian,Infiltrator,Skull Staff
8527,https://assets.otherside.xyz/kodas/a4bd77691e702c9edba841197be354c27204cc2ff540078ec1de9e6794712cd7.png,Scraggly,Veggie,Woodland,Gilly Cloth,Dread All
8528,https://assets.otherside.xyz/kodas/afbb8e4d78ea891139a6d2c503e1cf12667c25599c187a7265764952f2bf6ae8.png,Winged Cheese,Red Soaked Stare,Lava Lamp,Oozeguardian Armor,Terrachete
8529,https://assets.otherside.xyz/kodas/8c5b9d1f70b34691d125324623e78f165659d4395c70a803877de58c2788a8bd.png,Dual Slick,Oval Ancients,Caged Geminite,Ocular Hydra Armor,
8530,https://assets.otherside.xyz/kodas/aae6f4e5ee15d9d77a3d4f0a025da254fe290a6c17fe6da5bd4078f52ebee1c2.png,Green Gill,Boomerang,Swamp Monster,,Truth Teller
8531,https://assets.otherside.xyz/kodas/8a5283d095935ef3148e7a52c9046dae6ebd0cc0f15d0e237a0b2c5d26ff149b.png,Pink Fluff,Tripartite,Fuschiacron,Indigo Cape,Iron Flail
8532,https://assets.otherside.xyz/kodas/a716813ba57deb80a0692bb8b1e222fdb848bc84d9f76ae585c97bb3287a697d.png,Foreteller,Crystal Grinder,All Sight,,
8533,https://assets.otherside.xyz/kodas/a7e7a4c8c92e550175f2130b11d17cc6dccce568c737f5e859a2801075e15fd0.png,Drill Sergeant,Glazey Gaze,Amoebatopia,,Bamboospear
8534,https://assets.otherside.xyz/kodas/2ae74df148fdb0aec4e5b51916784d5d2f6a1ee8cd08a7f5cf7efdf37af7f261.png,Open Wide,Sewed Wide Shut,8 Knit,Organic Armor,
8535,https://assets.otherside.xyz/kodas/0c2cb68b325a128aec08e06a8c424e5e32c455a6e3207d14495691f316d21b12.png,Crystal Horned,Green Glance,Vivarium,Grassland Armor,
8536,https://assets.otherside.xyz/kodas/6903a288066371862835e0ad77ad05e472be295d971d24a7598b9218beb8576e.png,John Doe,Stoney,Caged Geminite,,
8537,https://assets.otherside.xyz/kodas/1d6779de29c28466b570aaf6c08f8faa19310eb16e5dec545af5b61051ead3c4.png,Elder Bharal,Hypnotic Groove,Spirit Wisps,Skurts Mantle,
8538,https://assets.otherside.xyz/kodas/3edf6cea983856a488a2b37218cff5ba96ecc0a5a2c8a5ef5ef39e1f9818f036.png,Dawn Disc,Hypcylco,Stoney Pecs,Reinforced Mantle,Glow Up Staff
8539,https://assets.otherside.xyz/kodas/a51d3c2f777ca73c6c16da05e12647c07f0e2bbc00ef63ab0aae5e8c99010f7e.png,Cracked Horn,Fierce Adventurer,All Bite,Tattered Cape,
8540,https://assets.otherside.xyz/kodas/3e09360815d15cb496fe548e36a8a5e05f02c81c478f925fcd10c793f73e936f.png,Sunkissed,Veggie,Sunflare,Pluma Pauldrons,
8541,https://assets.otherside.xyz/kodas/2906e1540762f013a07df977ebae4641ee7ccde0c033dc955c099466ad6ea91f.png,Sturdy Helm,Casper,Woodland Wanderer,Ocular Hydra Armor,Bad Mama Jama
8542,https://assets.otherside.xyz/kodas/45d8ad7da0c472b526414b18c6979cb9bfdd95501057ed5c105140538365d3fe.png,John Doe,Deep Stares,Storm Tracks,Grassland Armor,
8543,https://assets.otherside.xyz/kodas/c99df81101524781e7cae4e2129e3c657ad0eb9e5bb70858538c19d9500750dc.png,Beacon of Light,Burn On Sight,Caged Geminite,,
8544,https://assets.otherside.xyz/kodas/5feaaf0ddc60ffa91dc603434058dac4ce013de2fe0da5210e3bef0f99fb8433.png,Jade Carapace,Carapace,Onyx Doom,,
8545,https://assets.otherside.xyz/kodas/ee58062ba3423887a8832e5db749aa798eb1fec3a760f53f931d02735d06f43e.png,Nuts For Nuts,Interconnected Flow,Wrinkles,Wasteland Explorer,
8546,https://assets.otherside.xyz/kodas/62022a963cdc52cf0d55ec116543bf67d8fb1878ce4c6c52f9503b35463a8bbf.png,Tri Vent,Simple Math,Desert Bot,Wasteland Explorer,
8547,https://assets.otherside.xyz/kodas/634c12f9113d33db9ba60e78d6abbe66c2f5f178fa552313273245f6996baf11.png,Springbuck,Peer Review,All Sight,Armor Of Carnage,
8548,https://assets.otherside.xyz/kodas/04d1667cd5b6f032d520fd0afe547d54b59a4d3615ced42d044280c7b10dbde4.png,Blossom Bud,Catty,Woodland Wanderer,,Sheer Face Claymore
8549,https://assets.otherside.xyz/kodas/ea0ffacb50845f6f97911641617e5b8aec22eaa0a9983f1b2a40c970a890871d.png,Sluggy,Dual Time,Whirlpool,Knight Mare Armor,Death Head
8550,https://assets.otherside.xyz/kodas/ce010239c0d03ed8669f6d940163842ecdff331dba4069086259b190fcf4916d.png,Bleached Horns,Clifftop Sigh,Onyx Doom,,
8551,https://assets.otherside.xyz/kodas/4d05b04032197059a233efca4a11466e48af0a7ba6fe7f51a87b2544176b8428.png,Devils Advocate,Sewed Wide Shut,Berry Bomb,Explorers Outfit,Lightning Rod
8552,https://assets.otherside.xyz/kodas/e83e682cabe9e85684bf0f326dd4e0280465b2595c03d0baafad25c8dc8a95c3.png,Fish Bowl,Peep Holes,Pure Sinew,Petrified Bands,
8553,https://assets.otherside.xyz/kodas/94541c056940d36d76ddf0d3f9777c73a616868337a82b68669588910ea6e620.png,Infinite Vision,Glimmer Of Hope,8 Knit,Angelic,Bad Mama Jama
8554,https://assets.otherside.xyz/kodas/b6d1e23f5af316414cee7e750eadd9b1de130c0f1127fcc9c29fecbbf029bad0.png,Devils Advocate,Bugged Out,All Sight,All Seeing Pauldron,
8555,https://assets.otherside.xyz/kodas/3a970e046247b67c3fe40105aecf69817e11ddf19d90934cced021c828dfb97f.png,Stretched Thin,Golden Grill,Spotty,,
8556,https://assets.otherside.xyz/kodas/df1503b0698770db2d85407833b2d19305ef143f9757c00aeb4f0bd915639854.png,Dual Slick,Interconnected Flow,Purple Disco Monster,,
8557,https://assets.otherside.xyz/kodas/cd03e38122a93f3a86d281c127d34a535052dfe9f7884f87052b7b1d82c73438.png,Jade Carapace,Uni Eyes,Onyx Doom,,Bamboospear
8558,https://assets.otherside.xyz/kodas/3cae0992c857756ebe355b734347ac89669354aebaedf47c0b6c33c4ba59abe8.png,Somethings Fishy,Speechless,Dino Egg,Spike Plate,
8559,https://assets.otherside.xyz/kodas/f97c523c7525f61c01ba1594c639f9cc5a6c710193755318d4d756e7519dbdb2.png,Foreteller,Toxic,Desert Bot,Pluma Pauldrons,
8560,https://assets.otherside.xyz/kodas/12015e4f53eb66301170a3a3bc46808263d07fdb420a00ddc0cd6f5eec2265a5.png,Jade Carapace,Purple Flame,Ivy Swirls,Reinforced Mallow Armor,Unraveler
8561,https://assets.otherside.xyz/kodas/f64f86d3441af4797ecab1e8a4a974344ffeb4286b018285efbfbe7086f1d4df.png,Jade Carapace,Cave Fright,Banana Wrapped,Wanderer Cape,
8562,https://assets.otherside.xyz/kodas/84a659283f57355b94a2cae55c1f296e7c9eddc56f36815d3ac6cae19f1465b1.png,Reef Dragon,Coin Slots,Koda Bear,Tough Armor,
8563,https://assets.otherside.xyz/kodas/cd0bdaf9ccf8ce4a931381e3c5e0211f99251dc3488a8e52665e389d62d43a17.png,Foreteller,Tearpaint,Amoebatopia,,
8564,https://assets.otherside.xyz/kodas/7e28cf1cb478d9c7c81ee517ed1d2b6600e0507d92d18bd989b9b9132f7e3f9a.png,Hoot,Eyes On You,Stoney Pecs,Fanged Cape,Silvertongue
8566,https://assets.otherside.xyz/kodas/c926095f8eead0b04ecdc8bdfa237cd97212cc77c3c650d500727ecff933edd3.png,Bleached Horns,Teething Eye,Koda Bear,Heavy Mantle,
8567,https://assets.otherside.xyz/kodas/3c702edfc17bf509f6973833aa05bdf144d90c5aa4dabbdba811945e0d06292b.png,Dawn Disc,Tired,Swamp Bucket,Arcana Outfit,Oracles Hammer
8568,https://assets.otherside.xyz/kodas/9913d7bf1f15a143bfb9fae07b67473183d682a19dc8375942ca8502421067c0.png,Bleached Horns,Peace And Love,Petrified,Organic Armor,
8569,https://assets.otherside.xyz/kodas/598645486e0b18ed13d3575933bdfbc318283484067282e78cf6be6a3df58450.png,Dawn Disc,Twin Pits,Mummy Wrap,Pluma Pauldrons,
8570,https://assets.otherside.xyz/kodas/66133dd20818b85251376955c26d0d5af3158a18ef6245edb55b52f507ccd3a3.png,Twisty Horn,Intense,All Bite,Coastal Scavenger,
8571,https://assets.otherside.xyz/kodas/f15445878e5adc5716ad57e70b29658bdbbe8d94dcea53cda04e2838c1faddce.png,Sluggy,Tired,Spotty,Butchers Belt,Unraveler
8572,https://assets.otherside.xyz/kodas/9b201bc7a89fd5d3dbe07ad83e28835925eb30b4021ab3100a84208882151e9f.png,Cracked Horn,Simple Math,Cushioned,,
8573,https://assets.otherside.xyz/kodas/98f83c44a6c5849754e6a35fc57e76c9fd6b5f27e8b6b7a21c181989380aaa9e.png,Jade Carapace,Jelly Beans,Banana Wrapped,Bark Moss Armor,
8574,https://assets.otherside.xyz/kodas/aed41631fc4e0ff7cf8043b28549ac350e015c0e4ede0f5fec0de04f80ea79b6.png,Sunkissed,Droopy,All Sight,,Green Machete
8575,https://assets.otherside.xyz/kodas/2578e09e7506500b46ccc483beb25c79ecef6c58e7a5b7b9f1edee369f30fc54.png,Winged Cheese,Eyevestigation,Patches,Heavy Iron Armor,Spiny Staff
8576,https://assets.otherside.xyz/kodas/9ddfecad2f34fde5b24eb0f123389435562b615c316b048ffc6076e23e859354.png,Bleached Horns,See It All,All Smiles,,Guardians Hand
8577,https://assets.otherside.xyz/kodas/8d743d02befd82c17898b146f9bd753398f03bd22cd448000f07cc4caf4289c1.png,Blossom Bud,Jack 'O Waste,Globetrotter,Wasterider Pauldrons,
8578,https://assets.otherside.xyz/kodas/d21f0a180ea86a8076d61a62829162ea9edd2f14c98c64f81934f92f1691ca6b.png,John Doe,Globular Gaze,Space Blob,Elite Crimson Armor,Tongue Tearer
8579,https://assets.otherside.xyz/kodas/cf1fee4428183aa68b60f7db8768d80a596f517dc0e9f050a282dbf06e034f51.png,Spiked Wyvern,Arachnid,Maw,Glutton Cape,Hunters Respite
8580,https://assets.otherside.xyz/kodas/75bda46d43c7bf5b2d16b9cbd673ed5bd654f77c325326b0311501bacddeb396.png,Loggin Noggin,Peace And Love,Lava Lamp,Glutton Cape,
8581,https://assets.otherside.xyz/kodas/8abceb7eb4babc82858337f437ba0e1adfbb694d7664d0ac0e173854b417b7ba.png,All Ears,Fuzzy Lookers,Pink Disco,Glutton Cape,Wood Ear Chopper
8582,https://assets.otherside.xyz/kodas/a66d7b247d4e3051e3fc3025f62b05317772bccc0b8b2821824722cdfd220ea3.png,Scraggly,Jungle Ah,Lava Lamp,Armor Of Carnage,
8583,https://assets.otherside.xyz/kodas/8c72642d4271d1be2228077772a6e6d28f192df09111b6b8acb3227864b156ff.png,Foreteller,Furnace Burn,Koda Bear,,
8584,https://assets.otherside.xyz/kodas/62323042631c0042d950e0a6c6c6bb3914365276dceecc46b473830559abf0d7.png,Blossom Bud,Look Deep,Banana Wrapped,Vortex Armor,
8585,https://assets.otherside.xyz/kodas/c45d97d75961a1b01de5a94f9104785736fbe835a4ab253aeece5f47f9fa3313.png,Cracked Horn,Over It,All Bite,Butchers Belt,The Clobbler
8586,https://assets.otherside.xyz/kodas/085ca24d23eb432c5423f30780a94914d33d8756da77ae18b7043b68fd2588b1.png,Winged Fiend,Casper,Purple Disco Monster,Outerplane Toga,
8587,https://assets.otherside.xyz/kodas/ebaf6cff70e392be4ca4ac98001f6dc552ff78e782ab93d4991cd190e8c7d3bc.png,Nautilus Trench,Owly,Spotty,Fanged Cape,Oracles Hammer
8588,https://assets.otherside.xyz/kodas/204fef3a44f38f13c903d6b1b4bd9fd006e5a23f5e70ebb445110ca3d2fbeeaf.png,Devils Advocate,Forlorn Fuzz,All Sight,,
8589,https://assets.otherside.xyz/kodas/34991bce86b011dd17aec0171be32bb50a645093befefd01e081c77b522661b7.png,Green Gill,Stay Awake,Monster Smoke,,
8590,https://assets.otherside.xyz/kodas/817bb69a40b4ce8c27793b11e4f08fdef4f622f757b80a6183ca6a947a217025.png,Creepy Crawly,Crusty,Onyx Doom,Shrine Bandolier,Blossoming Staff
8591,https://assets.otherside.xyz/kodas/0ba2031f5855e0a8bd6c86f3da224c437cf7690b5a5aa13b7bcc48573463cc90.png,Bleached Horns,Casper,All Bite,,The Peeler
8592,https://assets.otherside.xyz/kodas/35a78348f26346233bc2c8d2b1ffa0ca66b2eb186306ed1ff0d91e91e5e4a835.png,Blossom Bud,Here And Everywhere,Stoney Pecs,Sol Mantle,
8593,https://assets.otherside.xyz/kodas/43a4378d62714048bcb3a999e294fe01ebb84dfa356c2f6b07a703cb179550c8.png,Impalas,Rock Bottom,Skeletron,,Everlights Wand
8594,https://assets.otherside.xyz/kodas/922b34f4ca9d2325529d19ba3728da73b1819175e258538df18d32d8e42d46e9.png,Fish Bowl,Omniscient,Zebro,,
8596,https://assets.otherside.xyz/kodas/0fafaedd3e154d10284df6f71ae12ef54331d8b9e7aac4ce212bceb88b093cca.png,Crystal Horned,Twins,Tranquil Water,Deep Sea Spiked Armor,
8597,https://assets.otherside.xyz/kodas/47c55d3e19fac412f85d8e0fdc0670893d058e6ad5cd867e3dffa0dd87c2f989.png,Bleached Horns,Lookout Below,All Smiles,Leader Plate,
8598,https://assets.otherside.xyz/kodas/9df0df8b924a2651071f89494517100b4a72d8ff556e030aed560799a2448f8a.png,Droopy,Globular Gaze,Hypnotic,,
8599,https://assets.otherside.xyz/kodas/0ddba90ecb6053046b3476e477406c4ce72eec6e7a78fc9c9ef0eca9719e86cd.png,Elder Bharal,Late Night,Spirit Wisps,Bark Moss Armor,Iron Flail
8600,https://assets.otherside.xyz/kodas/6d246576d64bb41faba3daae6b2e7849be77506536886bd785a7be972f4748d1.png,Sturdy Helm,Buttoned Up,Petrified,Entangled Darkness,
8601,https://assets.otherside.xyz/kodas/2fc989914347f78fd8626a8700cd56914998d9d754c1e1132cf892c04c0179a9.png,Demon Spawn,Open Up,Koda Bear,,
8602,https://assets.otherside.xyz/kodas/53df5ecbd11cca2922ddb9ff3a6f051696a7752644fd94b396b500c3f0c0c652.png,Winged Cheese,Tiny,Monster Smoke,Hardened Calcite Armor,
8603,https://assets.otherside.xyz/kodas/bdb2e8c1aca373558c4777cccd14747f2f11c23ec344475d8410faab85a95227.png,Keep It Chill,Birdlike,Whirlpool,Gemstone Paladin,
8604,https://assets.otherside.xyz/kodas/368daecd1e40bff3ab60229d60d7d3a23d8bf43f83cd761211fcc75b03854546.png,Sluggy,Fierce Adventurer,Spotty,Stone Plate Armor,Scisword
8605,https://assets.otherside.xyz/kodas/c37181bddf7c0937299fa5ea5c82cf516f88026b866e69e4503176a8a1382d4d.png,Blue Crown,Look Deep,Patches,Bladed Carapace Armor,
8606,https://assets.otherside.xyz/kodas/19ced2839f9b354095ea3d460cd98ead81edc907cfed679119d217b9999e7270.png,Reef Dragon,Tearpaint,All Smiles,Hardened Leather Armor,Axe of Descent
8607,https://assets.otherside.xyz/kodas/6382bb075aa0e52412733e816446ff19af4e95319582509ce49c9f2b53130981.png,Stubborn Ox,Sleepy,Koda Bear,,
8608,https://assets.otherside.xyz/kodas/52a4c2da5a137bab7361b84c30641703c84286b9bec748374d7361dcf0566d52.png,Dawn Disc,Carapace,Mummy Wrap,Glutton Cape,
8609,https://assets.otherside.xyz/kodas/4e30ed43e12c22e603c0e984b57e6e90acf89211d6112fa6abe92a77b7649704.png,Hoot,Harpy,Koda Bear,,Bamboospear
8610,https://assets.otherside.xyz/kodas/e3c919b1d797d57a3d9fb399c53377e7537b65385c840d1123e70d1f005d0b33.png,Fairy Wisps,Peep Holes,X Ray,Unknown Beast Armor,
8611,https://assets.otherside.xyz/kodas/d90f517f7d19c07543855d97f1320ec0632955b83dfb3ad48ca3d7a4e065ebee.png,Hoot,Peace And Love,Desert Bot,Sol Mantle,Cactivorpal
8612,https://assets.otherside.xyz/kodas/bf9d0b0ac34d851252c9e9607606e33cc36d100cd82b27c804462e41fdc8ff3a.png,Dawn Disc,Sleepy,Desert Bot,Spike Plate,
8613,https://assets.otherside.xyz/kodas/2bc4824c07121109a3684e649ca434cd09dc70c6e3470b73b7834e913542ca8c.png,Drill Bit Droid,Villainous,Zebro,Frost Fur Cape,
8614,https://assets.otherside.xyz/kodas/d6f030baf5b19aa3044e83bee6361c11fb6c5ab56c7a917db25de1b7d303bb82.png,Open Wide,Gemini Gaze,8 Knit,Sovereign Outfit,The Peeler
8615,https://assets.otherside.xyz/kodas/1c0fc0d836d3160b1bda6941d9149f6d8e7ae34bef10b669dc9181bf8284857a.png,John Doe,Stare Down,Zebro,Adventurer Mantle,
8616,https://assets.otherside.xyz/kodas/0d74e4d3da7ab62bb96dab9dae0956e1462c04f96c52328f939afe78de22b8fa.png,Dawn Disc,Twin Pits,Petrified,Plateau Explorer,Arc Wielder
8617,https://assets.otherside.xyz/kodas/a4dcbfb31181029e5561505436d7a3618752069924aee85b73bb466f21eeaafd.png,Blazin Hot,Every Which Way,8 Knit,Jaded Gnaw Armor,Shimmer_Blade
8618,https://assets.otherside.xyz/kodas/450f8fb45eb6a1513d0c7048efaf2c5d1e20768bbcc0c6696e4d279e398538ad.png,Blue Crown,Seeing Two,Skeletron,Tattered Cape,Explored Blade
8619,https://assets.otherside.xyz/kodas/425b406c6054b3e18d4707ec52b4d4ede1329f576419dc34894c593c3740ec16.png,Coral Delight,Black Hole,Berry Bomb,,Comet Piercer
8620,https://assets.otherside.xyz/kodas/07b25c68b4bc7a35e9c4afb0b17eda98baf376df430cb21fcf2643d0407c00f9.png,Skull King,Casper,Leaf Me Alone,Leader Plate,
8621,https://assets.otherside.xyz/kodas/13d5eb953a5e0a6d597d0b7c911fda9f689f91aa03f708dda24c7ffd7fd26589.png,Tested Elder,Squiggles,Amoebatopia,,Glimmer Staff
8622,https://assets.otherside.xyz/kodas/283c87359a4eae300cc1603e54db39b367803b50b6e8230e26943c5201c17568.png,Bleached Horns,Cave Diving,Stone Hole Jackson,,
8623,https://assets.otherside.xyz/kodas/bd5b13256f4d35bcb796699e001af98a1fdde33f07a8f994bc5974562a9da350.png,Chomp Chomp,Peeker Orbs,Tide Roller,Classic Mail Armor,Death Head
8624,https://assets.otherside.xyz/kodas/77e5fdfc9bb9896aae5d552fda9a2b1347a6880fe05d8136f5059e9347024bd0.png,Blossom Bud,Dimensional Sight,Berry Bomb,Deep Sea Spiked Armor,
8625,https://assets.otherside.xyz/kodas/8f0fa10cda8c84b1a489372689199f02a7c9935b36b0702d69fb6efd1b10cb6f.png,Droopy,Readers,Zebro,Shrine Cloak,
8626,https://assets.otherside.xyz/kodas/3dee4ae559d71926c41841225dd31431c1a31da57c0ae3d677e08628a93aae93.png,Swordfish,Caged,Hypnotic,Summoners Stole,Death Head
8627,https://assets.otherside.xyz/kodas/be74977af371119dc5e216638536e52899a9cf70323ca6755e9d69ae17ca842a.png,Arachnid,Squiggly,Mummy Wrap,Ancient Chief,
8628,https://assets.otherside.xyz/kodas/acbd6759f024dad287dd378e04e136fc84b508ba486d08357bcc043257c8d62a.png,Cave Crystal,Beady,Carpet Gorilla,Unknown Beast Armor,
8629,https://assets.otherside.xyz/kodas/5de173bd5f6657e26e048657a8a5e837bc97ec0cf091ab168a25156d6056c3c8.png,Demon Spawn,Crag Glow,Koda Bear,Ocular Hydra Armor,Spike In The Head
8630,https://assets.otherside.xyz/kodas/17d640f74016837eeee439c593ac5336e0ae7f30c28ae30e760e2ce37101f32c.png,Sturdy Helm,Teething Eye,Woodland Wanderer,Ancient Chief,
8631,https://assets.otherside.xyz/kodas/4e3f4b6b74cfef1dfaa75efcc78104c9c70967bb5377b66a614693137e9ad675.png,Dual Slick,Deep Stares,Purple Disco Monster,Golden Caesars Dressing,
8632,https://assets.otherside.xyz/kodas/222a73d80a80781fa33c75f8ed5b5b162fceef49f2cdc8fe1de305d22218b0d7.png,Copper Coil,All Seeing,8 Knit,Skurts Mantle,
8633,https://assets.otherside.xyz/kodas/64f47b5bc67d5b01ef9d447080bb7b216eeb242f469bdc392f626545bc5810bf.png,Aqua Elf,Coin Slots,Candy,Grassland Armor,
8635,https://assets.otherside.xyz/kodas/8811ff3708ecea97eb2b3716d947da9311dc27093cc73f74198bef1dc52f6f72.png,Twisty Horn,Stubborn,Cushioned,Classic Mail Armor,
8636,https://assets.otherside.xyz/kodas/0ec46a351891b863f1ce36507bf33e929624afa6527311d53f3dc3b07887b6dc.png,Sluggy,Is Anyone Home,Spotty,Fun Guy Tunic,Scisword
8637,https://assets.otherside.xyz/kodas/5a73f51b7b5725b05b90e1014374f701fb4e46dec5c5464bd889715d24dd8a0f.png,Deep Sea,Teething Eye,Berry Bomb,,
