token_id,image,category,sediment,sediment_tier,environment,environment_tier,eastern,eastern_tier,southern,southern_tier,western,western_tier,northern,northern_tier,artifact,plot,koda
14271,https://assets.otherside.xyz/otherdeeds/7822817a900ad4f81b077240e451089e3a78b9986e910d41020349422b35764b.jpg,Decay,Chemical Goo,2,Thornwood,2,,,,,,,Luster,2,Ancient Coin,14271,
14272,https://assets.otherside.xyz/otherdeeds/ecf2fb527e729c83b761a45bc1a93e25f17a14b0c5a1a7eea7bb2307113fcbc5.jpg,Volcanic,Chemical Goo,2,Sulfuric,2,Lunarian,1,Moldium,1,Sulfirica,1,,,,14272,
14273,https://assets.otherside.xyz/otherdeeds/3ede4d2472b24b66dc0889a30d0397e91ba539fad02374d8477a659ec7e4f08a.jpg,Volcanic,Chemical Goo,1,Obsidian,2,Brimstone,1,Bonestone,2,,,,,,14273,
14274,https://assets.otherside.xyz/otherdeeds/60bdf7f34a666b5cf28bf2f69d444691692eb5655861b42945c073880f4086e5.jpg,Psychedelic,Chemical Goo,1,Sludge,1,Kinsoul,1,Moldium,1,,,Kinsoul,1,,14274,
14275,https://assets.otherside.xyz/otherdeeds/1f42d126060b1749b502dbcf9169cb07c2ca828afcd0c0ef917f6474831e11d3.jpg,Volcanic,Chemical Goo,3,Sulfuric,3,,,Whisper,1,,,,,Ancient Coin,14275,
14276,https://assets.otherside.xyz/otherdeeds/d8f53b8119b2e146c8bfbb0465db58f4bfad05bd75698fdfbd53e1318a6c4d25.jpg,Volcanic,Chemical Goo,3,Molten,2,Petrified,1,Brimstone,3,Spikeweed,1,Psychosilk,1,,14276,
14277,https://assets.otherside.xyz/otherdeeds/7ef00014a0db656a69ef7cc8e7217327c4b41ade1889f05e12e10cfccebc5b6c.jpg,Volcanic,Chemical Goo,1,Obsidian,2,Oblivion,2,Runa,2,Brimstone,2,,,,14277,
14278,https://assets.otherside.xyz/otherdeeds/945e7f061cdabfa57e858558a3ac267c3a50013090d419c5727fe341d7649e59.jpg,Spirit,Chemical Goo,1,Sands,3,,,Whisper,3,Kinsoul,3,Lumileaf,1,,14278,
14279,https://assets.otherside.xyz/otherdeeds/d9834806afec8713740745f832dba0c1b749f95111c39e4d3f8fdd0b83078331.jpg,Decay,Chemical Goo,2,Bog,5,,,,,,,Scumbria,3,Celestial Orb,14279,
14280,https://assets.otherside.xyz/otherdeeds/549d96dd8df8e83e1bc58561383eb0f698fa2b028b2a6d1862ebac5c2e983839.jpg,Growth,Chemical Goo,3,Jungle,3,Runa,1,Runa,3,Spikeweed,2,Runa,3,Koda Pickaxe,14280,
14281,https://assets.otherside.xyz/otherdeeds/ec7aa3e41bdf4ea7892556b961270953518874db2455aee8370ecc61836a06fd.jpg,Psychedelic,Chemical Goo,3,Shadow,3,,,,,,,Gloomia,1,,14281,
14282,https://assets.otherside.xyz/otherdeeds/e118b3eca2b8c00c940d5de625109b837ffee46b1adbfb9abc989d89bb65614e.jpg,Volcanic,Chemical Goo,1,Crimson,1,,,Luster,3,Brimstone,3,Runa,3,,14282,9417
14283,https://assets.otherside.xyz/otherdeeds/78ec650b037d86a9fa386a4b8cde47fe3277740ebfd53f93a96a0be1495a5512.jpg,Spirit,Chemical Goo,2,Veldan,1,Bonestone,1,,,,,,,,14283,1247
14284,https://assets.otherside.xyz/otherdeeds/3cd7811d901f2261661772c64de5896491a79ff5163ce414a41dbe603db85402.jpg,Growth,Chemical Goo,1,Jungle,4,Spikeweed,2,Lunarian,3,,,Spikeweed,2,Monkey Barrel,14284,
14285,https://assets.otherside.xyz/otherdeeds/d8b8243668f241d0ce2a1abd1091f3b76025b1a8b5fd2dbcdd70e9f904bebd5f.jpg,Volcanic,Chemical Goo,1,Sulfuric,3,,,,,,,,,Celestial Tear,14285,
14286,https://assets.otherside.xyz/otherdeeds/854c5311e6ca2be591abaf841adb56dea82c5dfb2c47e1ab95bf2a3778ea69a5.jpg,Decay,Chemical Goo,3,Bog,3,Psychosilk,2,,,,,Bonestone,2,,14286,
14287,https://assets.otherside.xyz/otherdeeds/c3a5b34257aa5a8820b7afc1a1839fa9d74f4da14e7bafd054f760f542fe1bd3.jpg,Decay,Chemical Goo,1,Bog,2,Luster,1,Lunarian,1,Lumileaf,2,Lunarian,1,,14287,
14288,https://assets.otherside.xyz/otherdeeds/34fa3cb2df98b69ba0a92b5b43e06355f71bf3d8bc155c36b7b00696b9c0ee0c.jpg,Decay,Chemical Goo,1,Thornwood,2,Psychosilk,3,,,,,,,Fire Sale Scroll,14288,
14289,https://assets.otherside.xyz/otherdeeds/49e291920a52974d423187a416c6f3661991ccffb602505450466c7fbeb4cef1.jpg,Harsh,Chemical Goo,1,Bone,1,,,,,Brimstone,1,,,,14289,
14290,https://assets.otherside.xyz/otherdeeds/bf02def3c215ff17cfb5a1767c23ebe5dc01e9ece3d603fd9d5e5673907fcdff.jpg,Growth,Chemical Goo,1,Mystic,4,,,,,,,,,,14290,
14291,https://assets.otherside.xyz/otherdeeds/d6502c4dcd29b9edc23ba4a6d8e502e5787fc13cb52dacbb2d223676d8a5cbad.jpg,Decay,Chemical Goo,1,Plague,1,,,,,,,Psychosilk,1,,14291,
14292,https://assets.otherside.xyz/otherdeeds/281f65e743b293749236bdca161d13e4e9bd05af878820e45411f2225e0548aa.jpg,Spirit,Chemical Goo,1,Steppes,3,Lunarian,3,Psychosilk,1,Kinsoul,2,Whisper,2,,14292,
14293,https://assets.otherside.xyz/otherdeeds/e9a34a61efad74bf4358e08cc479a43774ad4077366c724035fdbab90a98bc58.jpg,Growth,Chemical Goo,2,Mycelium,2,Whisper,1,Moldium,1,Senticybia,1,Bonestone,2,,14293,
14294,https://assets.otherside.xyz/otherdeeds/ab933bfa39968a4bb5c2ef817865114ce950de5ad43fd11ad1c37d9ee08c0f75.jpg,Spirit,Chemical Goo,3,Sands,3,Coralia,1,Oblivion,1,Brineslime,2,Psychosilk,1,,14294,
14295,https://assets.otherside.xyz/otherdeeds/71b238560f96bee6741390a344f0647900529a290712f784c5ba368ca9807678.jpg,Spirit,Chemical Goo,3,Veldan,1,,,,,,,Geopillar,2,,14295,
14296,https://assets.otherside.xyz/otherdeeds/8af4a62264199ceb88f82d3826fc899e2305df460541d1fdbb008bb74e0d7e99.jpg,Decay,Chemical Goo,1,Plague,3,,,,,Psychosilk,3,,,,14296,
14297,https://assets.otherside.xyz/otherdeeds/5de555f3aa2aaa78ee6dc6962d9f6eb148812d38f1cccd7894ab24dcc6908235.jpg,Growth,Chemical Goo,2,Jungle,4,Runa,1,Magentia,2,Luster,2,Psychosilk,3,,14297,7628
14298,https://assets.otherside.xyz/otherdeeds/42bc99243c2f27ec38eb836e202a6efc147d7fc08c7c944bcfe40583fa9d6e1e.jpg,Harsh,Chemical Goo,2,Wastes,2,,,Obsilica,1,,,Hollowcine,1,,14298,
14299,https://assets.otherside.xyz/otherdeeds/2bc7b107657bfbcdb31543acf2eef456831b1f1c2ff8add8212018075eeea79f.jpg,Spirit,Chemical Goo,1,Steppes,2,Bonestone,2,,,,,Lumileaf,2,,14299,
14300,https://assets.otherside.xyz/otherdeeds/336b2b6642793619595d9ceb867a0d36ab945810adc84486c083b27a697ff8e2.jpg,Decay,Chemical Goo,1,Plague,4,,,Petrified,2,Oblivion,3,,,,14300,
14301,https://assets.otherside.xyz/otherdeeds/8c5d636bcf2b9d38538e6c1af137d1cbb05657354184f304755ef4119715e8fb.jpg,Growth,Chemical Goo,3,Botanical,5,Bonestone,1,Kinsoul,1,Luster,2,Kinsoul,1,,14301,385
14302,https://assets.otherside.xyz/otherdeeds/7c0a1431ee9683e33cebedc23941bc167e8113326645bcc243f9c1d2df05e671.jpg,Decay,Chemical Goo,1,Bog,2,,,,,Oblivion,3,,,,14302,9411
14303,https://assets.otherside.xyz/otherdeeds/0702299e73a270e92ebd04bf92a18533d515c0f7abc865482b949015874e0e31.jpg,Volcanic,Chemical Goo,2,Crimson,4,,,Psychosilk,2,,,Lunarian,3,,14303,
14304,https://assets.otherside.xyz/otherdeeds/68110af370789c055518881fbbd02cfdadb222e9a4e8721f5c1bdabfb1e87c44.jpg,Growth,Chemical Goo,1,Botanical,4,Psychosilk,3,Brimstone,1,Moldium,3,Oblivion,2,,14304,2468
14305,https://assets.otherside.xyz/otherdeeds/81a96394f1ad77a15b638e403581f61a44b9672722d535893a4fd7ffc976682d.jpg,Growth,Chemical Goo,1,Botanical,5,Whisper,1,Whisper,1,Stonecrop,1,Whisper,1,,14305,
14306,https://assets.otherside.xyz/otherdeeds/ab34b94f2802810b391e080f369d05ead9b02acaf0d40b61a245d6dbb48e09d0.jpg,Mineral,Chemical Goo,1,Luster,3,Moldium,3,,,Spikeweed,3,,,,14306,
14307,https://assets.otherside.xyz/otherdeeds/ce7d2d83e9d64e9dc42f196bcc008f94dbe17c51b43b905d08e1f8f3bef90dfa.jpg,Mineral,Chemical Goo,2,Biolume,2,,,,,Lunarian,2,,,,14307,
14308,https://assets.otherside.xyz/otherdeeds/4b7db304dd20c9f5bcc60ce04e63e180edb0d9785e44f3d2177f3810a0b243f0.jpg,Mineral,Chemical Goo,1,Crystal,1,,,,,Bonestone,1,,,,14308,
14309,https://assets.otherside.xyz/otherdeeds/12f7ba6e785cca321e82c5c05d24f3e262623838414f07076f80ae76e004140e.jpg,Mineral,Chemical Goo,2,Luster,1,,,,,,,Petrified,1,,14309,
14310,https://assets.otherside.xyz/otherdeeds/3e99302ffe890260725cd39f81efd49ec311c0c38f1e8a154ac31cb3ff120537.jpg,Spirit,Chemical Goo,2,Sands,2,Runa,3,Coralia,3,Omni,2,Lunarian,1,,14310,
14311,https://assets.otherside.xyz/otherdeeds/dad476b5c12f01e3d8e36524794db3891a9d9e844710e6ba460648543ee93a20.jpg,Volcanic,Chemical Goo,3,Obsidian,2,Abyssia,1,Spikeweed,3,Onyx,1,,,,14311,
14312,https://assets.otherside.xyz/otherdeeds/0697b73f59327552316da0e3aed698f255480229462c62a1655bf1cfb7f483ea.jpg,Spirit,Chemical Goo,2,Veldan,3,Nether,1,Runa,3,Lumileaf,1,,,,14312,1279
14313,https://assets.otherside.xyz/otherdeeds/333ffa5fe4e8264bc03dddbf720d64344269bffd420473998fd3ca18cf9589bb.jpg,Harsh,Chemical Goo,1,Glacia,4,Lunarian,2,Moldium,3,Whisper,1,Runa,1,,14313,
14314,https://assets.otherside.xyz/otherdeeds/fc819198f5d82968b782e35a99c1002e8e617928346142722cd13a68f5fc7f07.jpg,Growth,Chemical Goo,3,Mystic,1,,,Brimstone,1,,,Petrified,1,,14314,
14315,https://assets.otherside.xyz/otherdeeds/4b401fe794c80a3eacf3782f92ce160ee868b4daf5d7f16f84437f6ed6d4fae6.jpg,Spirit,Chemical Goo,2,Veldan,5,,,Brimstone,2,,,,,,14315,
14316,https://assets.otherside.xyz/otherdeeds/96bdde562d29223b25cb7673fa2f45590a435f8ce5ff2fe04e6f03472d95f575.jpg,Growth,Chemical Goo,1,Mystic,3,Psychosilk,1,Bonestone,1,,,,,,14316,
14317,https://assets.otherside.xyz/otherdeeds/219ca4cda4a2041454b02dbfbeec02ba852f454feaeab96c8d89b96b800cf29c.jpg,Mineral,Chemical Goo,2,Biolume,2,Psychosilk,2,Psychosilk,1,Whisper,2,,,Knight's Pail,14317,
14318,https://assets.otherside.xyz/otherdeeds/1af71c8d06103127eae02cd476a07ef36009ff2dac873921751adf9e63a6ccef.jpg,Mineral,Chemical Goo,1,Spires,3,Luster,3,Luster,2,Kinsoul,2,,,,14318,
14319,https://assets.otherside.xyz/otherdeeds/f5c676697998901fcf2adfff193c981adcc7d8dc5447ddb63eb086a8dd45d48b.jpg,Harsh,Chemical Goo,3,Wastes,2,,,Lumileaf,1,,,,,,14319,
14320,https://assets.otherside.xyz/otherdeeds/ef6a8aadd68fb4e06fb66ae2a16c018b38146f01e1d354e9bbcc449d71169e36.jpg,Harsh,Chemical Goo,3,Wastes,2,,,Obsilica,2,Petrified,3,Runa,1,,14320,
14321,https://assets.otherside.xyz/otherdeeds/0acb47f829db015e300f66b54de30635c5287745a87e568c5c23e9ca656a6f01.jpg,Growth,Chemical Goo,1,Mycelium,2,,,Kinsoul,1,,,Entradium,1,,14321,
14322,https://assets.otherside.xyz/otherdeeds/3744c16ae668bb9506037127d63e1c81a00763a0ad28fef26678e789d28ff538.jpg,Spirit,Chemical Goo,2,Veldan,1,,,Lunarian,3,,,Brimstone,1,Mystic Triangles,14322,
14323,https://assets.otherside.xyz/otherdeeds/9eb21acaba4440035f2a253eac66c08cc93231fd9ef4a959e8d75c936ec1f69b.jpg,Mineral,Chemical Goo,1,Luster,4,,,,,Aurelian,1,Bonestone,1,,14323,
14324,https://assets.otherside.xyz/otherdeeds/a041fa3b820cc31339855d15529ee07bb444d3f31aaafb44aeb8af16cd56288a.jpg,Volcanic,Chemical Goo,3,Molten,1,Bonestone,2,,,,,,,,14324,
14325,https://assets.otherside.xyz/otherdeeds/87b66125db788719ff1b6fcf9f60c0fec151d6014c242687aba09f0b6a7535b1.jpg,Volcanic,Chemical Goo,3,Molten,1,,,Spikeweed,3,,,,,Unknown Map,14325,
14326,https://assets.otherside.xyz/otherdeeds/029fa4d0aab1790cb694d1f1330213380292a05ed5d70cfa1bd1d31ea2519bed.jpg,Mineral,Chemical Goo,2,Luster,5,,,,,Lunarian,2,,,,14326,
14327,https://assets.otherside.xyz/otherdeeds/44a99c6b7d43ba82675ebccb1838d3585b34b1490339174d5a1ade59583a33bc.jpg,Psychedelic,Chemical Goo,1,Shadow,1,,,,,Bonestone,3,,,,14327,
14328,https://assets.otherside.xyz/otherdeeds/28b0e4803adcf6f321cecad5dfed0cb2afe823d39fb5f7bbfa19dd6d809e753a.jpg,Growth,Chemical Goo,1,Botanical,1,,,Petrified,3,,,Nether,3,,14328,
14329,https://assets.otherside.xyz/otherdeeds/815acd8f93e1e3c2d9849d410352d45abd450d808faeaec49cc4a8f8dfabf353.jpg,Mineral,Chemical Goo,2,Spires,3,Lumileaf,1,,,,,,,Forged Axe,14329,
14330,https://assets.otherside.xyz/otherdeeds/4deb17a8ad515098b835f0e52a9c5477940b70a5fe9f5e63574e76c10709f4c6.jpg,Harsh,Chemical Goo,2,Splinter,4,Spikeweed,1,Kinsoul,2,Bonestone,3,,,,14330,
14331,https://assets.otherside.xyz/otherdeeds/bf373bfc5e2499d69bda961dbf2021d17a98944824034a5350ecb37f0ea8a439.jpg,Spirit,Chemical Goo,3,Steppes,4,,,,,Runa,2,,,Jar of Koda Farts,14331,
14332,https://assets.otherside.xyz/otherdeeds/3ca99fd450a67696c3abfb3299651ad59c54c55cbf38684996264e102d2f8310.jpg,Harsh,Chemical Goo,2,Glacia,2,Lumileaf,1,Brimstone,3,,,Nether,3,,14332,
14333,https://assets.otherside.xyz/otherdeeds/e4346e36d3fc3ae833a6b8322dd8daf2dbf47f6dcad3d4c0730f5c81622c141d.jpg,Mineral,Chemical Goo,1,Crystal,1,,,,,,,Petrified,2,,14333,
14334,https://assets.otherside.xyz/otherdeeds/035eafd597180c9b546545e6576cc703b3ff35a34f32f7e119e4db1d788b370f.jpg,Psychedelic,Chemical Goo,1,Shadow,1,Runa,1,Oblivion,1,,,Moldium,2,Mystical Crown,14334,
14335,https://assets.otherside.xyz/otherdeeds/7d050bf87328dd5937bd00c055d06770f3e31e86f73d9dc61e7ab9aa03489ccf.jpg,Decay,Chemical Goo,1,Thornwood,3,,,,,Spikeweed,3,Oblivion,3,,14335,
14336,https://assets.otherside.xyz/otherdeeds/2822dba0e757b459efc43343913a1de9a69bc29bc87ac65aef8c0efc84c8e956.jpg,Decay,Chemical Goo,2,Thornwood,2,Nocturna,3,,,Lumileaf,1,,,,14336,
14337,https://assets.otherside.xyz/otherdeeds/a2ac9edc74c1ebf614d89be2fac36f0e48a2ba2445690c60a1f2c34392e4e72a.jpg,Decay,Chemical Goo,3,Ruins,1,Kinsoul,3,Spikeweed,3,Lumileaf,2,Prysmatica,1,,14337,
14338,https://assets.otherside.xyz/otherdeeds/227c2543189d841612565e23447b73e129bed7c4c7e554d48765685e29881289.jpg,Volcanic,Chemical Goo,1,Crimson,2,,,,,Spikeweed,2,Nether,3,,14338,8649
14339,https://assets.otherside.xyz/otherdeeds/e524bda354a5e622cbafc6ed25d10c3da5f1cf7739d7cd398744a6f78c6d445f.jpg,Spirit,Chemical Goo,1,Sky,4,,,,,,,,,,14339,
14340,https://assets.otherside.xyz/otherdeeds/ac158cde41d4ad0764d1a884d2a996375e0c3ce7fa6e00d614c4d0655c40639f.jpg,Volcanic,Chemical Goo,1,Crimson,5,Spikeweed,1,,,,,Whisper,1,,14340,
14341,https://assets.otherside.xyz/otherdeeds/d34294c685470277afe2959e1ecc60a232eae9f2778df85f4895357fd83847a6.jpg,Decay,Chemical Goo,3,Thornwood,1,Psychosilk,1,Moldium,1,,,Petrified,2,Koda Axe,14341,
14342,https://assets.otherside.xyz/otherdeeds/2f84efd223dd78b737e059b7f71cef62a14dc836ecdba49f2eb9d4396245ea56.jpg,Growth,Chemical Goo,2,Jungle,3,Kinsoul,2,,,Moldium,2,Lumileaf,2,Banana Peel,14342,7489
14343,https://assets.otherside.xyz/otherdeeds/5606de597f9a3f6432f455f3d16683307d787e439e081e45f31d758bfd047e71.jpg,Spirit,Chemical Goo,1,Veldan,2,,,Oblivion,3,,,Psychosilk,1,Forged Hammer,14343,
14344,https://assets.otherside.xyz/otherdeeds/dea1d2b7c6680d524ef92a6e50ed2f26d20437bcaa48a2b71c9c77d14c462d8b.jpg,Growth,Chemical Goo,3,Mystic,1,,,Nether,1,,,Oblivion,2,,14344,3107
14345,https://assets.otherside.xyz/otherdeeds/74e9fe310b71f5e59392e1459503d27bac6f3b1b21cbc4073a5439070d82907e.jpg,Mineral,Chemical Goo,2,Luster,1,,,,,Bonestone,1,,,Glass Eye,14345,
14346,https://assets.otherside.xyz/otherdeeds/79e1a4813b629ab4585031542f0ee989b303c18228b34ac93c599b886c1a1913.jpg,Decay,Chemical Goo,3,Ruins,2,,,Oblivion,3,Petrified,1,Prysmatica,3,,14346,
14347,https://assets.otherside.xyz/otherdeeds/3a28399e9cabcb41f5880c175d16201f12dc1cd5c3d5f2872d41b8bcde14c3c4.jpg,Harsh,Chemical Goo,3,Wastes,1,Whisper,3,,,Bonestone,1,Whisper,1,Rugged Hammer,14347,5685
14348,https://assets.otherside.xyz/otherdeeds/b20e815a2f761bcc34a15d14a9eab13e47bdaec5959bafc2b8dc0b70faac83b8.jpg,Mineral,Chemical Goo,3,Crystal,4,Brimstone,1,,,,,,,,14348,
14349,https://assets.otherside.xyz/otherdeeds/61965043544ba8f5754ada227b1ef40d686add4c78fd260804d344d6ba8a78d9.jpg,Mineral,Chemical Goo,3,Biolume,2,Kinsoul,3,,,,,Nether,1,,14349,
14350,https://assets.otherside.xyz/otherdeeds/db4e5dcadfe5884a0642ce5adc8bdc8edeb843f81ea6b44ceb4522d7fb7f6e50.jpg,Mineral,Chemical Goo,3,Biolume,1,Moldium,1,Nether,3,,,,,,14350,
14351,https://assets.otherside.xyz/otherdeeds/0899a82574c499b5886986da3a590b46e4c459369d6a9e317909edcb823a9617.jpg,Harsh,Chemical Goo,2,Glacia,1,Brimstone,1,,,,,Luster,2,,14351,
14352,https://assets.otherside.xyz/otherdeeds/3b1191740b7f93f118ad454247c9e762093f2c310a9fe2345ee38fdf88b79b7d.jpg,Harsh,Chemical Goo,1,Wastes,1,,,,,,,,,,14352,
14353,https://assets.otherside.xyz/otherdeeds/680c8211731d6f07a79567472914f15cb50cea83efd5f53323e5780150cffcb7.jpg,Harsh,Chemical Goo,2,Wastes,2,,,Petrified,3,Runa,2,,,,14353,
14354,https://assets.otherside.xyz/otherdeeds/e1b508a08cecfff84a275efe0273f93cc14b7d135ff86c8557a86cdd79849400.jpg,Decay,Chemical Goo,3,Bog,2,Petrified,3,,,,,Mossmoon,2,,14354,
14355,https://assets.otherside.xyz/otherdeeds/76ea3a0f03ae0229e0946b9cb821f72c1cffe09ef22cb091af67a37f609d74f5.jpg,Growth,Chemical Goo,1,Mystic,2,Moldium,3,Lunarian,3,,,Psychosilk,2,Whale Statue,14355,
14356,https://assets.otherside.xyz/otherdeeds/cba69570f685b96a190c54c6b9b0c9f7aed801394a0a517c16bb4a496f5aaf0f.jpg,Decay,Chemical Goo,1,Plague,2,,,,,Rotworth,3,Brimstone,1,,14356,2023
14357,https://assets.otherside.xyz/otherdeeds/acabf43d71d3247c3fc7949238c30401ee616682434d84c94be2436d2692aa9c.jpg,Spirit,Chemical Goo,1,Sky,1,Lunarian,2,Spikeweed,1,Moldium,3,Bonestone,1,,14357,
14358,https://assets.otherside.xyz/otherdeeds/2ac5f9a2500d4cd5308e38aea03551f04d64be1f2aaa164a5d3b417babfad6ca.jpg,Mineral,Chemical Goo,1,Spires,4,Spikeweed,2,Lumileaf,1,Oblivion,2,,,,14358,
14359,https://assets.otherside.xyz/otherdeeds/c1f37ae4ddf3fe885fa71ba8a6272afd7b001716f77c925859311ce857d3b5ac.jpg,Spirit,Chemical Goo,2,Steppes,1,,,,,,,,,,14359,
14360,https://assets.otherside.xyz/otherdeeds/be65614bfc26625d639de1bf69f33bd2ca6b41b84fc8923dcf0355c57635195f.jpg,Harsh,Chemical Goo,2,Wastes,4,,,,,,,,,,14360,
14361,https://assets.otherside.xyz/otherdeeds/a5bf94472db898b559f4573ee1b1a5f158f24066dfd76fb6f586e309f3f58894.jpg,Psychedelic,Chemical Goo,1,Mallow,1,,,Lunarian,1,Psychosilk,3,,,,14361,
14362,https://assets.otherside.xyz/otherdeeds/e57b832c884e5e8faf77a62d37d759db0c25ffcc4e765289a55e40258f77e3b6.jpg,Psychedelic,Chemical Goo,1,Shadow,2,Bonestone,1,,,Psychosilk,2,Lumileaf,3,,14362,
14363,https://assets.otherside.xyz/otherdeeds/0e920a1dc414e7c359d08c496ea103fbc6539bd9fd7e55cbcbc5a87fee016dcd.jpg,Growth,Chemical Goo,2,Mycelium,4,Senticybia,1,Nether,2,,,Nether,2,,14363,
14364,https://assets.otherside.xyz/otherdeeds/8e65f53827a49f21bbdc05c98f83fca37625f3b9925b216c163c3f92e5d6de5f.jpg,Spirit,Chemical Goo,3,Veldan,5,Psychosilk,1,Scholara,3,,,,,,14364,
14365,https://assets.otherside.xyz/otherdeeds/6c637e1fe0ebe8d7b36a791958f8bf147e88032499ec991fff4dcd43cb902595.jpg,Mineral,Chemical Goo,1,Crystal,4,Luster,1,Petrified,1,Degradia,3,,,Ancient Coin,14365,4008
14366,https://assets.otherside.xyz/otherdeeds/7d6664f06ade336c1cdddf67e2b333b785b200308ee94edb64a613bfa4d13ae6.jpg,Mineral,Chemical Goo,2,Spires,5,,,,,Bonestone,3,,,,14366,
14367,https://assets.otherside.xyz/otherdeeds/1e1775f5153b048a9bf3bfe927021c3e787db62370f97e668ee733374b65fa51.jpg,Growth,Chemical Goo,2,Jungle,2,,,,,,,,,,14367,
14368,https://assets.otherside.xyz/otherdeeds/81ff1a6d8441b226c1126406fa1f65e56aa0b0521d9302e39a962a9e4099598c.jpg,Growth,Chemical Goo,2,Jungle,1,Lunarian,1,,,,,Runa,2,Rugged Axe,14368,
14369,https://assets.otherside.xyz/otherdeeds/6ec1701e5e93905ca78cb8201eebcae0cde1108b9e61d2d066b1de879d95628e.jpg,Harsh,Chemical Goo,3,Splinter,1,Lumileaf,1,Whisper,3,,,,,Sands of Time,14369,
14370,https://assets.otherside.xyz/otherdeeds/5475892fcce21dd9abb8f36bc546383484092dc61f8726af38ad3bdf20546637.jpg,Spirit,Chemical Goo,1,Sky,2,,,Moldium,3,,,,,,14370,
14371,https://assets.otherside.xyz/otherdeeds/15ea84fa7c09570e054f06b934cdbaf445007939fee08460b6f4f875568d0316.jpg,Spirit,Chemical Goo,2,Steppes,2,,,Psychosilk,1,,,Nether,2,,14371,
14372,https://assets.otherside.xyz/otherdeeds/9a218345759d3f07e6e3bb0ae79986437f20b08e0ca43b2601de9a2f599febe0.jpg,Decay,Chemical Goo,1,Plague,1,,,,,,,,,Rugged Axe,14372,
14373,https://assets.otherside.xyz/otherdeeds/bdb5d48786249d6851473ba46f522aab33948ecb8dff7d66698d6dd0fc739671.jpg,Mineral,Chemical Goo,2,Biolume,4,,,,,Lumileaf,2,Lunarian,2,,14373,7495
14374,https://assets.otherside.xyz/otherdeeds/c91236cab9acd0bffcaa51ec48969b098ee8fdc8357162a43b975a15f246bfd6.jpg,Decay,Chemical Goo,3,Thornwood,5,Nether,3,Lunarian,3,,,Psychosilk,3,,14374,
14375,https://assets.otherside.xyz/otherdeeds/d24fc822290930a2f80daa378ca70c4cd240e1198e5f1803c01e69539d5709f9.jpg,Mineral,Chemical Goo,1,Crystal,2,Runa,3,Spikeweed,3,Bonestone,3,Lunarian,1,,14375,
14376,https://assets.otherside.xyz/otherdeeds/4346be0b4489c0482b18938d04165c7b4fe56dee5692ec3e808bda050807df71.jpg,Harsh,Chemical Goo,1,Bone,1,Runa,2,Luster,1,,,Luster,2,,14376,
14377,https://assets.otherside.xyz/otherdeeds/541a1f7b656d863bdc028d6d4ca1d55e8c4950b1c64f0ccca4a133388b056645.jpg,Mineral,Chemical Goo,2,Spires,2,,,,,Lunarian,1,Runa,1,Rugged Axe,14377,
14378,https://assets.otherside.xyz/otherdeeds/ec69388f8227446751449660d9829701581b58b3293a9dc3a8084ac1b99a2dcf.jpg,Spirit,Chemical Goo,1,Sky,4,Whisper,1,,,Nether,3,,,,14378,
14379,https://assets.otherside.xyz/otherdeeds/a5fb9c7717ec6d233277cb7ee5c77632aabdd81059f307a423259205cb361661.jpg,Volcanic,Chemical Goo,2,Obsidian,4,Runa,2,Spikeweed,1,Abyssia,2,Brimstone,2,,14379,
14380,https://assets.otherside.xyz/otherdeeds/1fb01f2db9c702d4cbe96a937e4fbda2a81aacfc16404eb3e67948b44b3b12d5.jpg,Decay,Chemical Goo,2,Bog,5,Runa,1,Mossmoon,2,,,,,,14380,728
14381,https://assets.otherside.xyz/otherdeeds/f901c7775b3dbdf3faba674cb36264709b6664ff54f8565af818389a0a9f008f.jpg,Spirit,Chemical Goo,1,Veldan,2,,,Bonestone,1,Spikeweed,2,Psychosilk,2,,14381,
14382,https://assets.otherside.xyz/otherdeeds/d6b8dd8388421e4f9f4a107a65fdffb2e802a331a5725426519a5846c52a11f9.jpg,Decay,Chemical Goo,3,Bog,5,,,,,,,,,,14382,
14383,https://assets.otherside.xyz/otherdeeds/9ac43cbb833d7532982d4c2485ea0f92e0711be4530c756c8c29cb1886863866.jpg,Volcanic,Chemical Goo,1,Obsidian,1,,,,,,,,,,14383,
14384,https://assets.otherside.xyz/otherdeeds/91eae3f10f7ae1f3efa70a52535d242a46d38a20cacbdb3341dffe44588b2c58.jpg,Spirit,Chemical Goo,1,Steppes,4,,,Oblivion,1,,,,,Forged Hammer,14384,
14385,https://assets.otherside.xyz/otherdeeds/5ad7bb04a1b0eaab10fb6e140c6549a5dd62b403805000dbe25e03e179b77a61.jpg,Decay,Chemical Goo,1,Bog,4,,,,,Petrified,2,Spikeweed,2,,14385,7656
14386,https://assets.otherside.xyz/otherdeeds/d199846491ef825fedd4016cacfc9387e6eb22ca90e6a94e4425b0f9497c5cd2.jpg,Growth,Chemical Goo,1,Botanical,1,,,Spikeweed,2,,,Spikeweed,1,,14386,
14387,https://assets.otherside.xyz/otherdeeds/eac335ae5f236fc3a8a876454e198b4b47723c3fc9c3d2dc92ddf3ec00fd8804.jpg,Decay,Chemical Goo,2,Plague,2,Psychosilk,1,Lumileaf,1,Petrified,1,,,,14387,
